id,target
9883,2
9884,0
9885,1
9886,3
9887,2
9888,2
9889,2
9890,2
9891,2
9892,2
9893,2
9894,0
9895,2
9896,2
9897,3
9898,2
9899,2
9900,1
9901,2
9902,2
9903,1
9904,0
9905,1
9906,2
9907,2
9908,0
9909,1
9910,2
9911,0
9912,2
9913,2
9914,1
9915,1
9916,3
9917,2
9918,0
9919,3
9920,2
9921,1
9922,1
9923,2
9924,1
9925,2
9926,1
9927,1
9928,3
9929,1
9930,2
9931,1
9932,1
9933,0
9934,0
9935,1
9936,3
9937,1
9938,2
9939,1
9940,2
9941,0
9942,2
9943,3
9944,0
9945,2
9946,1
9947,1
9948,1
9949,1
9950,0
9951,2
9952,1
9953,3
9954,2
9955,2
9956,3
9957,2
9958,2
9959,3
9960,0
9961,2
9962,2
9963,2
9964,2
9965,0
9966,1
9967,0
9968,3
9969,1
9970,3
9971,1
9972,2
9973,1
9974,1
9975,0
9976,1
9977,2
9978,1
9979,0
9980,0
9981,2
9982,1
9983,1
9984,1
9985,2
9986,3
9987,3
9988,1
9989,2
9990,2
9991,1
9992,1
9993,3
9994,3
9995,2
9996,1
9997,1
9998,1
9999,1
10000,1
10001,3
10002,2
10003,2
10004,0
10005,1
10006,0
10007,2
10008,1
10009,1
10010,1
10011,1
10012,0
10013,1
10014,1
10015,2
10016,1
10017,0
10018,0
10019,2
10020,3
10021,1
10022,3
10023,1
10024,2
10025,1
10026,1
10027,2
10028,2
10029,1
10030,2
10031,2
10032,0
10033,0
10034,1
10035,3
10036,1
10037,2
10038,3
10039,1
10040,1
10041,1
10042,2
10043,2
10044,1
10045,1
10046,1
10047,1
10048,1
10049,0
10050,2
10051,1
10052,3
10053,1
10054,2
10055,2
10056,0
10057,0
10058,1
10059,1
10060,2
10061,0
10062,1
10063,1
10064,1
10065,2
10066,3
10067,1
10068,0
10069,2
10070,0
10071,1
10072,1
10073,2
10074,1
10075,3
10076,1
10077,1
10078,2
10079,1
10080,1
10081,1
10082,1
10083,0
10084,2
10085,1
10086,2
10087,0
10088,0
10089,1
10090,3
10091,2
10092,1
10093,2
10094,2
10095,1
10096,1
10097,1
10098,2
10099,3
10100,2
10101,1
10102,0
10103,0
10104,1
10105,1
10106,1
10107,1
10108,1
10109,1
10110,3
10111,2
10112,1
10113,0
10114,2
10115,0
10116,1
10117,0
10118,1
10119,0
10120,1
10121,2
10122,1
10123,0
10124,2
10125,1
10126,3
10127,3
10128,3
10129,2
10130,1
10131,0
10132,2
10133,1
10134,1
10135,2
10136,1
10137,1
10138,1
10139,2
10140,3
10141,2
10142,1
10143,1
10144,0
10145,3
10146,1
10147,1
10148,2
10149,2
10150,3
10151,1
10152,0
10153,1
10154,1
10155,0
10156,1
10157,2
10158,0
10159,2
10160,2
10161,0
10162,2
10163,1
10164,2
10165,1
10166,0
10167,0
10168,3
10169,1
10170,2
10171,1
10172,1
10173,0
10174,1
10175,2
10176,3
10177,2
10178,1
10179,2
10180,0
10181,0
10182,2
10183,1
10184,1
10185,1
10186,0
10187,2
10188,1
10189,2
10190,2
10191,3
10192,1
10193,0
10194,2
10195,1
10196,1
10197,2
10198,1
10199,1
10200,2
10201,1
10202,0
10203,2
10204,2
10205,1
10206,1
10207,2
10208,2
10209,1
10210,2
10211,3
10212,1
10213,2
10214,1
10215,1
10216,2
10217,2
10218,1
10219,1
10220,1
10221,2
10222,1
10223,1
10224,2
10225,1
10226,1
10227,2
10228,2
10229,2
10230,2
10231,0
10232,0
10233,3
10234,1
10235,2
10236,1
10237,2
10238,2
10239,1
10240,0
10241,1
10242,2
10243,2
10244,1
10245,0
10246,2
10247,2
10248,1
10249,2
10250,2
10251,3
10252,2
10253,2
10254,2
10255,0
10256,1
10257,3
10258,0
10259,1
10260,2
10261,3
10262,2
10263,3
10264,2
10265,1
10266,1
10267,1
10268,3
10269,1
10270,2
10271,0
10272,1
10273,1
10274,1
10275,2
10276,0
10277,1
10278,2
10279,1
10280,1
10281,1
10282,1
10283,2
10284,3
10285,0
10286,3
10287,2
10288,0
10289,2
10290,1
10291,3
10292,3
10293,2
10294,0
10295,2
10296,2
10297,1
10298,2
10299,3
10300,1
10301,2
10302,3
10303,2
10304,2
10305,0
10306,1
10307,2
10308,1
10309,0
10310,2
10311,0
10312,1
10313,2
10314,2
10315,1
10316,3
10317,1
10318,2
10319,2
10320,1
10321,3
10322,1
10323,2
10324,0
10325,2
10326,3
10327,3
10328,3
10329,1
10330,0
10331,3
10332,1
10333,2
10334,1
10335,1
10336,2
10337,1
10338,1
10339,1
10340,2
10341,1
10342,1
10343,2
10344,2
10345,1
10346,1
10347,2
10348,1
10349,3
10350,1
10351,2
10352,3
10353,3
10354,2
10355,0
10356,0
10357,0
10358,2
10359,3
10360,2
10361,1
10362,1
10363,0
10364,2
10365,1
10366,1
10367,1
10368,2
10369,1
10370,2
10371,1
10372,3
10373,3
10374,1
10375,2
10376,3
10377,1
10378,1
10379,2
10380,1
10381,1
10382,1
10383,2
10384,2
10385,2
10386,2
10387,2
10388,2
10389,2
10390,2
10391,2
10392,2
10393,1
10394,1
10395,1
10396,2
10397,2
10398,1
10399,2
10400,1
10401,1
10402,2
10403,0
10404,2
10405,3
10406,1
10407,1
10408,2
10409,1
10410,2
10411,3
10412,1
10413,2
10414,2
10415,0
10416,2
10417,2
10418,1
10419,2
10420,1
10421,3
10422,2
10423,1
10424,2
10425,2
10426,1
10427,2
10428,2
10429,1
10430,1
10431,2
10432,3
10433,1
10434,1
10435,3
10436,0
10437,1
10438,1
10439,1
10440,1
10441,0
10442,2
10443,1
10444,1
10445,2
10446,2
10447,1
10448,1
10449,2
10450,1
10451,2
10452,1
10453,1
10454,1
10455,1
10456,1
10457,2
10458,1
10459,0
10460,3
10461,1
10462,2
10463,1
10464,2
10465,2
10466,2
10467,3
10468,1
10469,1
10470,2
10471,3
10472,0
10473,1
10474,0
10475,2
10476,1
10477,1
10478,2
10479,1
10480,2
10481,1
10482,1
10483,1
10484,1
10485,1
10486,1
10487,1
10488,2
10489,2
10490,2
10491,2
10492,2
10493,2
10494,2
10495,2
10496,1
10497,1
10498,1
10499,2
10500,2
10501,1
10502,2
10503,2
10504,2
10505,2
10506,1
10507,1
10508,2
10509,1
10510,2
10511,0
10512,2
10513,1
10514,3
10515,1
10516,2
10517,2
10518,2
10519,2
10520,2
10521,3
10522,1
10523,2
10524,2
10525,1
10526,1
10527,0
10528,2
10529,1
10530,1
10531,1
10532,2
10533,0
10534,2
10535,1
10536,1
10537,1
10538,2
10539,0
10540,2
10541,2
10542,2
10543,1
10544,1
10545,0
10546,2
10547,2
10548,1
10549,1
10550,2
10551,3
10552,0
10553,2
10554,2
10555,1
10556,1
10557,2
10558,2
10559,2
10560,1
10561,0
10562,0
10563,0
10564,2
10565,1
10566,1
10567,2
10568,1
10569,2
10570,1
10571,1
10572,0
10573,1
10574,2
10575,3
10576,2
10577,2
10578,2
10579,0
10580,0
10581,0
10582,2
10583,1
10584,0
10585,1
10586,1
10587,0
10588,3
10589,2
10590,0
10591,0
10592,2
10593,1
10594,1
10595,1
10596,2
10597,1
10598,0
10599,2
10600,0
10601,1
10602,2
10603,2
10604,2
10605,2
10606,3
10607,0
10608,0
10609,2
10610,2
10611,0
10612,1
10613,1
10614,2
10615,0
10616,1
10617,1
10618,2
10619,1
10620,1
10621,1
10622,2
10623,1
10624,2
10625,0
10626,0
10627,2
10628,0
10629,3
10630,2
10631,2
10632,3
10633,1
10634,0
10635,2
10636,1
10637,2
10638,0
10639,2
10640,0
10641,0
10642,1
10643,0
10644,1
10645,2
10646,1
10647,3
10648,1
10649,2
10650,0
10651,1
10652,1
10653,2
10654,2
10655,0
10656,2
10657,2
10658,2
10659,1
10660,1
10661,1
10662,0
10663,0
10664,2
10665,2
10666,1
10667,2
10668,1
10669,1
10670,3
10671,3
10672,2
10673,1
10674,3
10675,2
10676,0
10677,2
10678,2
10679,3
10680,1
10681,2
10682,1
10683,3
10684,2
10685,1
10686,0
10687,2
10688,2
10689,0
10690,3
10691,0
10692,3
10693,1
10694,2
10695,2
10696,2
10697,2
10698,3
10699,1
10700,1
10701,2
10702,0
10703,0
10704,1
10705,2
10706,0
10707,1
10708,2
10709,3
10710,1
10711,1
10712,0
10713,1
10714,2
10715,1
10716,0
10717,1
10718,1
10719,2
10720,2
10721,1
10722,3
10723,0
10724,2
10725,1
10726,3
10727,1
10728,0
10729,1
10730,1
10731,2
10732,1
10733,2
10734,1
10735,2
10736,0
10737,2
10738,1
10739,2
10740,2
10741,2
10742,1
10743,1
10744,3
10745,0
10746,1
10747,1
10748,1
10749,2
10750,1
10751,2
10752,2
10753,1
10754,2
10755,1
10756,1
10757,1
10758,2
10759,1
10760,0
10761,1
10762,1
10763,1
10764,1
10765,2
10766,0
10767,1
10768,3
10769,1
10770,1
10771,2
10772,2
10773,0
10774,0
10775,3
10776,0
10777,1
10778,1
10779,2
10780,0
10781,0
10782,1
10783,1
10784,1
10785,1
10786,2
10787,0
10788,2
10789,1
10790,3
10791,1
10792,0
10793,2
10794,2
10795,3
10796,1
10797,2
10798,1
10799,1
10800,0
10801,3
10802,2
10803,2
10804,0
10805,1
10806,3
10807,3
10808,3
10809,3
10810,2
10811,1
10812,0
10813,1
10814,1
10815,2
10816,1
10817,2
10818,2
10819,1
10820,2
10821,1
10822,1
10823,3
10824,2
10825,1
10826,0
10827,3
10828,0
10829,1
10830,0
10831,1
10832,2
10833,2
10834,1
10835,1
10836,1
10837,2
10838,1
10839,2
10840,2
10841,1
10842,1
10843,2
10844,0
10845,2
10846,2
10847,3
10848,1
10849,1
10850,0
10851,1
10852,3
10853,0
10854,1
10855,1
10856,1
10857,2
10858,2
10859,1
10860,1
10861,0
10862,2
10863,1
10864,1
10865,2
10866,1
10867,2
10868,2
10869,1
10870,2
10871,1
10872,2
10873,1
10874,1
10875,1
10876,3
10877,2
10878,1
10879,2
10880,1
10881,1
10882,3
10883,2
10884,2
10885,2
10886,3
10887,2
10888,3
10889,3
10890,2
10891,0
10892,1
10893,2
10894,2
10895,2
10896,1
10897,2
10898,1
10899,2
10900,1
10901,2
10902,1
10903,1
10904,2
10905,1
10906,2
10907,1
10908,3
10909,3
10910,1
10911,2
10912,1
10913,1
10914,1
10915,2
10916,0
10917,1
10918,2
10919,1
10920,1
10921,2
10922,2
10923,1
10924,1
10925,3
10926,1
10927,0
10928,1
10929,2
10930,1
10931,2
10932,1
10933,0
10934,1
10935,1
10936,1
10937,3
10938,1
10939,1
10940,2
10941,1
10942,2
10943,2
10944,1
10945,2
10946,2
10947,2
10948,1
10949,1
10950,0
10951,1
10952,1
10953,2
10954,1
10955,1
10956,0
10957,2
10958,2
10959,1
10960,1
10961,3
10962,3
10963,1
10964,2
10965,0
10966,1
10967,0
10968,1
10969,1
10970,2
10971,3
10972,1
10973,1
10974,0
10975,2
10976,1
10977,2
10978,1
10979,3
10980,0
10981,2
10982,0
10983,2
10984,2
10985,2
10986,2
10987,2
10988,2
10989,1
10990,2
10991,0
10992,2
10993,1
10994,1
10995,2
10996,1
10997,3
10998,2
10999,2
11000,1
11001,2
11002,3
11003,1
11004,0
11005,1
11006,0
11007,1
11008,1
11009,3
11010,0
11011,2
11012,0
11013,3
11014,0
11015,1
11016,1
11017,2
11018,2
11019,3
11020,2
11021,2
11022,1
11023,3
11024,3
11025,3
11026,1
11027,2
11028,2
11029,1
11030,1
11031,1
11032,2
11033,2
11034,2
11035,2
11036,2
11037,0
11038,0
11039,0
11040,1
11041,2
11042,3
11043,2
11044,1
11045,1
11046,3
11047,2
11048,3
11049,1
11050,0
11051,1
11052,0
11053,2
11054,1
11055,1
11056,1
11057,2
11058,3
11059,1
11060,2
11061,2
11062,2
11063,3
11064,3
11065,1
11066,1
11067,0
11068,1
11069,2
11070,0
11071,1
11072,1
11073,3
11074,1
11075,1
11076,2
11077,1
11078,1
11079,2
11080,3
11081,2
11082,1
11083,2
11084,1
11085,1
11086,1
11087,1
11088,1
11089,1
11090,3
11091,1
11092,2
11093,0
11094,1
11095,2
11096,0
11097,0
11098,1
11099,2
11100,0
11101,1
11102,1
11103,1
11104,0
11105,0
11106,0
11107,3
11108,1
11109,2
11110,1
11111,1
11112,1
11113,1
11114,1
11115,3
11116,0
11117,0
11118,1
11119,2
11120,2
11121,1
11122,3
11123,2
11124,2
11125,1
11126,1
11127,2
11128,0
11129,2
11130,2
11131,1
11132,1
11133,1
11134,1
11135,0
11136,2
11137,2
11138,2
11139,1
11140,1
11141,2
11142,3
11143,3
11144,2
11145,1
11146,0
11147,1
11148,0
11149,1
11150,2
11151,0
11152,2
11153,3
11154,1
11155,1
11156,2
11157,1
11158,1
11159,2
11160,0
11161,3
11162,1
11163,1
11164,1
11165,1
11166,0
11167,1
11168,1
11169,1
11170,2
11171,1
11172,1
11173,2
11174,1
11175,3
11176,2
11177,3
11178,0
11179,1
11180,1
11181,2
11182,0
11183,1
11184,1
11185,0
11186,2
11187,2
11188,2
11189,1
11190,2
11191,2
11192,1
11193,3
11194,0
11195,2
11196,2
11197,2
11198,1
11199,0
11200,1
11201,1
11202,1
11203,1
11204,2
11205,1
11206,2
11207,0
11208,0
11209,2
11210,1
11211,1
11212,2
11213,1
11214,1
11215,1
11216,1
11217,1
11218,1
11219,3
11220,2
11221,1
11222,0
11223,0
11224,2
11225,1
11226,1
11227,1
11228,1
11229,2
11230,2
11231,1
11232,2
11233,1
11234,2
11235,2
11236,2
11237,2
11238,0
11239,1
11240,1
11241,3
11242,2
11243,1
11244,2
11245,1
11246,1
11247,0
11248,3
11249,0
11250,1
11251,1
11252,2
11253,3
11254,1
11255,1
11256,0
11257,3
11258,2
11259,2
11260,2
11261,1
11262,2
11263,2
11264,1
11265,1
11266,1
11267,2
11268,1
11269,2
11270,0
11271,1
11272,1
11273,1
11274,1
11275,1
11276,2
11277,1
11278,2
11279,2
11280,2
11281,0
11282,1
11283,0
11284,1
11285,3
11286,1
11287,3
11288,1
11289,1
11290,1
11291,1
11292,2
11293,2
11294,2
11295,1
11296,1
11297,3
11298,2
11299,2
11300,2
11301,2
11302,0
11303,2
11304,2
11305,0
11306,2
11307,1
11308,2
11309,1
11310,0
11311,1
11312,2
11313,1
11314,1
11315,1
11316,2
11317,1
11318,0
11319,1
11320,2
11321,2
11322,0
11323,1
11324,2
11325,1
11326,2
11327,2
11328,1
11329,0
11330,2
11331,1
11332,1
11333,3
11334,0
11335,2
11336,2
11337,2
11338,1
11339,2
11340,3
11341,3
11342,3
11343,1
11344,2
11345,1
11346,2
11347,0
11348,2
11349,2
11350,1
11351,2
11352,2
11353,2
11354,3
11355,0
11356,2
11357,1
11358,2
11359,1
11360,2
11361,2
11362,1
11363,2
11364,0
11365,0
11366,0
11367,1
11368,1
11369,0
11370,1
11371,1
11372,2
11373,3
11374,2
11375,1
11376,2
11377,1
11378,2
11379,0
11380,1
11381,2
11382,1
11383,0
11384,1
11385,1
11386,1
11387,2
11388,2
11389,2
11390,1
11391,1
11392,1
11393,1
11394,1
11395,1
11396,2
11397,1
11398,1
11399,1
11400,1
11401,0
11402,2
11403,0
11404,0
11405,1
11406,3
11407,2
11408,1
11409,0
11410,2
11411,0
11412,2
11413,1
11414,1
11415,1
11416,2
11417,2
11418,3
11419,2
11420,1
11421,3
11422,3
11423,1
11424,1
11425,0
11426,0
11427,2
11428,3
11429,2
11430,1
11431,1
11432,2
11433,1
11434,2
11435,2
11436,1
11437,0
11438,2
11439,1
11440,2
11441,2
11442,1
11443,0
11444,1
11445,1
11446,1
11447,1
11448,1
11449,1
11450,1
11451,0
11452,2
11453,0
11454,2
11455,0
11456,1
11457,2
11458,1
11459,2
11460,0
11461,2
11462,1
11463,2
11464,1
11465,1
11466,2
11467,2
11468,1
11469,2
11470,0
11471,0
11472,1
11473,2
11474,1
11475,1
11476,1
11477,1
11478,3
11479,1
11480,2
11481,3
11482,2
11483,1
11484,2
11485,1
11486,0
11487,1
11488,1
11489,2
11490,2
11491,0
11492,0
11493,0
11494,1
11495,2
11496,1
11497,2
11498,1
11499,1
11500,2
11501,2
11502,2
11503,1
11504,1
11505,2
11506,3
11507,2
11508,1
11509,1
11510,3
11511,2
11512,1
11513,2
11514,2
11515,1
11516,2
11517,3
11518,3
11519,2
11520,1
11521,2
11522,0
11523,1
11524,3
11525,1
11526,1
11527,3
11528,1
11529,1
11530,1
11531,0
11532,0
11533,0
11534,3
11535,2
11536,1
11537,1
11538,0
11539,1
11540,1
11541,2
11542,1
11543,0
11544,0
11545,0
11546,0
11547,1
11548,2
11549,2
11550,2
11551,2
11552,1
11553,0
11554,0
11555,1
11556,1
11557,2
11558,0
11559,1
11560,2
11561,2
11562,2
11563,1
11564,1
11565,2
11566,0
11567,1
11568,2
11569,1
11570,2
11571,3
11572,1
11573,2
11574,2
11575,1
11576,1
11577,1
11578,2
11579,0
11580,0
11581,0
11582,3
11583,2
11584,1
11585,2
11586,0
11587,0
11588,3
11589,0
11590,1
11591,2
11592,0
11593,0
11594,2
11595,0
11596,2
11597,2
11598,2
11599,2
11600,1
11601,2
11602,0
11603,1
11604,1
11605,2
11606,1
11607,3
11608,2
11609,2
11610,1
11611,1
11612,0
11613,2
11614,2
11615,1
11616,2
11617,1
11618,0
11619,0
11620,1
11621,0
11622,0
11623,2
11624,1
11625,1
11626,3
11627,0
11628,2
11629,2
11630,2
11631,0
11632,2
11633,2
11634,3
11635,1
11636,2
11637,0
11638,2
11639,1
11640,3
11641,3
11642,1
11643,1
11644,1
11645,1
11646,0
11647,2
11648,1
11649,1
11650,1
11651,3
11652,3
11653,2
11654,1
11655,1
11656,0
11657,2
11658,1
11659,1
11660,1
11661,1
11662,1
11663,2
11664,0
11665,0
11666,2
11667,2
11668,2
11669,1
11670,2
11671,2
11672,2
11673,3
11674,0
11675,1
11676,2
11677,1
11678,2
11679,1
11680,1
11681,2
11682,2
11683,2
11684,1
11685,3
11686,0
11687,1
11688,1
11689,1
11690,1
11691,2
11692,1
11693,1
11694,0
11695,1
11696,1
11697,1
11698,1
11699,3
11700,1
11701,2
11702,1
11703,2
11704,1
11705,2
11706,1
11707,1
11708,0
11709,1
11710,0
11711,2
11712,2
11713,1
11714,0
11715,2
11716,0
11717,1
11718,2
11719,0
11720,1
11721,2
11722,0
11723,1
11724,1
11725,1
11726,2
11727,1
11728,2
11729,3
11730,1
11731,2
11732,1
11733,0
11734,3
11735,2
11736,1
11737,3
11738,2
11739,2
11740,1
11741,0
11742,0
11743,0
11744,0
11745,1
11746,2
11747,2
11748,1
11749,2
11750,2
11751,2
11752,2
11753,1
11754,2
11755,2
11756,2
11757,1
11758,2
11759,0
11760,2
11761,2
11762,2
11763,2
11764,1
11765,2
11766,2
11767,1
11768,0
11769,3
11770,1
11771,1
11772,1
11773,3
11774,1
11775,3
11776,2
11777,2
11778,3
11779,2
11780,1
11781,1
11782,1
11783,1
11784,2
11785,1
11786,1
11787,1
11788,0
11789,3
11790,2
11791,2
11792,1
11793,2
11794,2
11795,0
11796,3
11797,1
11798,3
11799,2
11800,2
11801,2
11802,1
11803,2
11804,2
11805,0
11806,3
11807,1
11808,1
11809,2
11810,1
11811,3
11812,3
11813,1
11814,1
11815,1
11816,3
11817,3
11818,1
11819,1
11820,2
11821,1
11822,3
11823,3
11824,1
11825,2
11826,0
11827,1
11828,0
11829,1
11830,1
11831,1
11832,2
11833,1
11834,2
11835,1
11836,3
11837,3
11838,0
11839,2
11840,1
11841,3
11842,1
11843,1
11844,1
11845,0
11846,2
11847,1
11848,1
11849,2
11850,1
11851,0
11852,1
11853,1
11854,1
11855,1
11856,2
11857,1
11858,2
11859,0
11860,2
11861,1
11862,2
11863,1
11864,0
11865,0
11866,3
11867,1
11868,0
11869,1
11870,1
11871,1
11872,1
11873,1
11874,1
11875,1
11876,1
11877,1
11878,1
11879,0
11880,2
11881,0
11882,2
11883,1
11884,0
11885,2
11886,2
11887,0
11888,0
11889,2
11890,2
11891,1
11892,1
11893,2
11894,3
11895,0
11896,2
11897,1
11898,1
11899,2
11900,1
11901,1
11902,1
11903,2
11904,1
11905,1
11906,2
11907,1
11908,2
11909,1
11910,1
11911,1
11912,2
11913,0
11914,1
11915,2
11916,1
11917,3
11918,1
11919,1
11920,1
11921,2
11922,1
11923,1
11924,1
11925,2
11926,2
11927,0
11928,1
11929,2
11930,1
11931,0
11932,2
11933,0
11934,3
11935,1
11936,3
11937,2
11938,1
11939,2
11940,1
11941,1
11942,1
11943,1
11944,0
11945,0
11946,2
11947,1
11948,1
11949,2
11950,2
11951,3
11952,2
11953,1
11954,1
11955,1
11956,1
11957,2
11958,1
11959,0
11960,0
11961,1
11962,1
11963,2
11964,2
11965,0
11966,1
11967,1
11968,0
11969,1
11970,2
11971,3
11972,0
11973,2
11974,2
11975,2
11976,1
11977,2
11978,3
11979,1
11980,0
11981,2
11982,1
11983,1
11984,2
11985,1
11986,1
11987,0
11988,1
11989,1
11990,2
11991,1
11992,2
11993,2
11994,2
11995,3
11996,2
11997,1
11998,2
11999,0
12000,0
12001,0
12002,1
12003,2
12004,1
12005,2
12006,1
12007,1
12008,2
12009,3
12010,2
12011,3
12012,2
12013,2
12014,1
12015,1
12016,0
12017,0
12018,1
12019,1
12020,1
12021,2
12022,1
12023,1
12024,1
